GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.24.156_1;Major Vieira;4210308;MAJOR VIEIRA;SC
BRA.24.157_1;Maracajá;4210407;MARACAJA;SC
BRA.24.158_1;Maravilha;4210506;MARAVILHA;SC
BRA.24.159_1;Marema;4210555;MAREMA;SC
BRA.24.160_1;Massaranduba;4210605;MASSARANDUBA;SC
BRA.24.161_1;Matos Costa;4210704;MATOS COSTA;SC
BRA.24.162_1;Meleiro;4210803;MELEIRO;SC
BRA.24.163_1;Mirim doce;4210852;MIRIM DOCE;SC
BRA.24.164_1;Modelo;4210902;MODELO;SC
BRA.24.165_1;Mondaí;4211009;MONDAI;SC
BRA.24.166_1;Monte Carlo;4211058;MONTE CARLO;SC
BRA.24.167_1;Monte Castelo;4211108;MONTE CASTELO;SC
BRA.24.168_1;Morro da Fumaça;4211207;MORRO DA FUMACA;SC
BRA.24.169_1;Morro Grande;4211256;MORRO GRANDE;SC
BRA.24.170_1;Navegantes;4211306;NAVEGANTES;SC
BRA.24.171_1;Nova Erechim;4211405;NOVA ERECHIM;SC
BRA.24.172_1;Nova Itaberaba;4211454;NOVA ITABERABA;SC
BRA.24.173_1;Nova Trento;4211504;NOVA TRENTO;SC
BRA.24.174_1;Nova Veneza;4211603;NOVA VENEZA;SC
BRA.24.175_1;Novo Horizonte;4211652;NOVO HORIZONTE;SC
BRA.24.176_1;Orleaes;4211702;ORLEANS;SC
BRA.24.177_1;Otacílio Costa;4211751;OTACILIO COSTA;SC
BRA.24.179_1;Ouro;4211801;OURO;SC
BRA.24.178_1;Ouro Verde;4211850;OURO VERDE;SC
BRA.24.180_1;Paial;4211876;PAIAL;SC
BRA.24.181_1;Painel;4211892;PAINEL;SC
BRA.24.182_1;Palhoça;4211900;PALHOCA;SC
BRA.24.183_1;Palma Sola;4212007;PALMA SOLA;SC
BRA.24.184_1;Palmeira;4212056;PALMEIRA;SC
BRA.24.185_1;Palmitos;4212106;PALMITOS;SC
BRA.24.186_1;Papanduva;4212205;PAPANDUVA;SC
BRA.24.187_1;Paraíso;4212239;PARAISO;SC
BRA.24.188_1;Passo de Torres;4212254;PASSO DE TORRES;SC
BRA.24.189_1;Passos Maia;4212270;PASSOS MAIA;SC
BRA.24.190_1;Paulo Lopez;4212304;PAULO LOPES;SC
BRA.24.191_1;Pedras Grandes;4212403;PEDRAS GRANDES;SC
BRA.24.192_1;Penha;4212502;PENHA;SC
BRA.24.193_1;Peritiba;4212601;PERITIBA;SC
BRA.24.194_1;Petrolândia;4212700;PETROLANDIA;SC
BRA.24.195_1;Piçarras;4212809;PICARRAS;SC
BRA.24.196_1;Pinhalzinho;4212908;PINHALZINHO;SC
BRA.24.197_1;Pinheiro Preto;4213005;PINHEIRO PRETO;SC
BRA.24.198_1;Piratuba;4213104;PIRATUBA;SC
BRA.24.199_1;Planalto Alegre;4213153;PLANALTO ALEGRE;SC
BRA.24.200_1;Pomerode;4213203;POMERODE;SC
BRA.24.201_1;Ponta Alta;4213302;PONTE ALTA;SC
BRA.24.202_1;Ponte Alta do Norte;4213351;PONTE ALTA DO NORTE;SC
BRA.24.203_1;Ponte Serrada;4213401;PONTE SERRADA;SC
BRA.24.204_1;Porto Belo;4213500;PORTO BELO;SC
BRA.24.205_1;Porto União;4213609;PORTO UNIAO;SC
BRA.24.206_1;Pouso Redondo;4213708;POUSO REDONDO;SC
BRA.24.207_1;Praia Grande;4213807;PRAIA GRANDE;SC
BRA.24.208_1;Presidente Castelo Branco;4213906;PRESIDENTE CASTELO BRANCO;SC
BRA.24.209_1;Presidente Getúlio;4214003;PRESIDENTE GETULIO;SC
BRA.24.210_1;Presidente Nereu;4214102;PRESIDENTE NEREU;SC
BRA.24.211_1;Princesa;4214151;PRINCESA;SC
BRA.24.212_1;Quilombo;4214201;QUILOMBO;SC
BRA.24.213_1;Rancho Queimado;4214300;RANCHO QUEIMADO;SC
BRA.24.214_1;Rio das Antas;4214409;RIO DAS ANTAS;SC
BRA.24.215_1;Rio do Campo;4214508;RIO DO CAMPO;SC
BRA.24.216_1;Rio do Oeste;4214607;RIO DO OESTE;SC
BRA.24.218_1;Rio dos Cedros;4214706;RIO DOS CEDROS;SC
BRA.24.217_1;Rio do Sul;4214805;RIO DO SUL;SC
BRA.24.219_1;Rio Fortuna;4214904;RIO FORTUNA;SC
BRA.24.220_1;Rio Negrinho;4215000;RIO NEGRINHO;SC
BRA.24.221_1;Rio Rufino;4215059;RIO RUFINO;SC
BRA.24.222_1;Riqueza;4215075;RIQUEZA;SC
BRA.24.223_1;Rodeio;4215109;RODEIO;SC
BRA.24.224_1;Romelândia;4215208;ROMELANDIA;SC
BRA.24.225_1;Salete;4215307;SALETE;SC
BRA.24.226_1;Saltinho;4215356;SALTINHO;SC
BRA.24.227_1;Salto Veloso;4215406;SALTO VELOSO;SC
BRA.24.228_1;Sangão;4215455;SANGAO;SC
BRA.24.229_1;Santa Cecília;4215505;SANTA CECILIA;SC
BRA.24.230_1;Santa Helena;4215554;SANTA HELENA;SC
BRA.24.231_1;Santa Rosa de Lima;4215604;SANTA ROSA DE LIMA;SC
BRA.24.232_1;Santa Rosa do Sul;4215653;SANTA ROSA DO SUL;SC
BRA.24.234_1;Santa Terezinha;4215679;SANTA TEREZINHA;SC
BRA.24.233_1;Santa Terezinha do Progresso;4215687;SANTA TEREZINHA DO PROGRESSO;SC
BRA.24.235_1;Santiago do Sul;4215695;SANTIAGO DO SUL;SC
BRA.24.236_1;Santo Amaro da Imperatriz;4215703;SANTO AMARO DA IMPERATRIZ;SC
BRA.24.238_1;São Bernardino;4215752;SAO BERNARDINO;SC
BRA.24.237_1;São Bento do Sul;4215802;SAO BENTO DO SUL;SC
BRA.24.239_1;São Bonifácio;4215901;SAO BONIFACIO;SC
BRA.24.240_1;São Carlos;4216008;SAO CARLOS;SC
BRA.24.241_1;São Cristóvão do Sul;4216057;SAO CRISTOVAO DO SUL;SC
BRA.24.242_1;São Domingos;4216107;SAO DOMINGOS;SC
BRA.24.243_1;São Francisco do Sul;4216206;SAO FRANCISCO DO SUL;SC
BRA.24.246_1;São João do Oeste;4216255;SAO JOAO DO OESTE;SC
BRA.24.244_1;São João Batista;4216305;SAO JOAO BATISTA;SC
BRA.24.245_1;São João do Itaperiú;4216354;SAO JOAO DO ITAPERIU;SC
BRA.24.247_1;São João do Sul;4216404;SAO JOAO DO SUL;SC
BRA.24.248_1;São Joaquim;4216503;SAO JOAQUIM;SC
BRA.24.251_1;São José;4216602;SAO JOSE;SC
BRA.24.249_1;São José do Cedro;4216701;SAO JOSE DO CEDRO;SC
BRA.24.250_1;São José do Cerrito;4216800;SAO JOSE DO CERRITO;SC
BRA.24.252_1;São Lourenço do Oeste;4216909;SAO LOURENCO DO OESTE;SC
BRA.24.253_1;São Ludgero;4217006;SAO LUDGERO;SC
BRA.24.254_1;São Martinho;4217105;SAO MARTINHO;SC
BRA.24.255_1;São Miguel da Boa Vista;4217154;SAO MIGUEL DA BOA VISTA;SC
BRA.24.256_1;São Miguel do Oeste;4217204;SAO MIGUEL DO OESTE;SC
BRA.24.257_1;São Pedro de Alcântara;4217253;SAO PEDRO DE ALCANTARA;SC
BRA.24.258_1;Saudades;4217303;SAUDADES;SC
BRA.24.259_1;Schroeder;4217402;SCHROEDER;SC
BRA.24.260_1;Seara;4217501;SEARA;SC
BRA.24.261_1;Serra Alta;4217550;SERRA ALTA;SC
BRA.24.262_1;Siderópolis;4217600;SIDEROPOLIS;SC
BRA.24.263_1;Sombrio;4217709;SOMBRIO;SC
BRA.24.264_1;Sul Brazil;4217758;SUL BRASIL;SC
BRA.24.265_1;Taió;4217808;TAIO;SC
BRA.24.266_1;Tangará;4217907;TANGARA;SC
BRA.24.267_1;Tigrinhos;4217956;TIGRINHOS;SC
BRA.24.268_1;Tijucas;4218004;TIJUCAS;SC
BRA.24.269_1;Timbé do Sul;4218103;TIMBE DO SUL;SC
BRA.24.271_1;Timbó;4218202;TIMBO;SC
BRA.24.270_1;Timbó Grande;4218251;TIMBO GRANDE;SC
BRA.24.272_1;Treviso;4218350;TREVISO;SC
BRA.24.273_1;Treze de Maio;4218400;TREZE DE MAIO;SC
BRA.24.274_1;Treze Tílias;4218509;TREZE TILIAS;SC
BRA.24.275_1;Trombudo Central;4218608;TROMBUDO CENTRAL;SC
BRA.24.276_1;Tubarão;4218707;TUBARAO;SC
BRA.24.277_1;Tunápolis;4218756;TUNAPOLIS;SC
BRA.24.278_1;Turvo;4218806;TURVO;SC
BRA.24.279_1;União do Oeste;4218855;UNIAO DO OESTE;SC
BRA.24.280_1;Urubici;4218905;URUBICI;SC
BRA.24.281_1;Urupema;4218954;URUPEMA;SC
BRA.24.282_1;Urussanga;4219002;URUSSANGA;SC
BRA.24.283_1;Vargeão;4219101;VARGEAO;SC
BRA.24.285_1;Vargem;4219150;VARGEM;SC
BRA.24.284_1;Vargem Bonita;4219176;VARGEM BONITA;SC
BRA.24.286_1;Vidal Ramos;4219200;VIDAL RAMOS;SC
BRA.24.287_1;Videira;4219309;VIDEIRA;SC
BRA.24.288_1;Vitor Meireles;4219358;VITOR MEIRELES;SC
BRA.24.289_1;Witmarsum;4219408;WITMARSUM;SC
BRA.24.290_1;Xanxerê;4219507;XANXERE;SC
BRA.24.291_1;Xavantina;4219606;XAVANTINA;SC
BRA.24.292_1;Xaxim;4219705;XAXIM;SC
BRA.24.293_1;Zortéa;4219853;ZORTEA;SC
BRA.21.1_1;Água Santa;4300059;AGUA SANTA;RS
BRA.21.2_1;Agudo;4300109;AGUDO;RS
BRA.21.3_1;Ajuricaba;4300208;AJURICABA;RS
BRA.21.4_1;Alecrim;4300307;ALECRIM;RS
BRA.21.5_1;Alegrete;4300406;ALEGRETE;RS
BRA.21.6_1;Alegria;4300455;ALEGRIA;RS
BRA.21.7_1;Alpestre;4300505;ALPESTRE;RS
BRA.21.8_1;Alto Alegre;4300554;ALTO ALEGRE;RS
BRA.21.9_1;Alto Feliz;4300570;ALTO FELIZ;RS
BRA.21.10_1;Alvorada;4300604;ALVORADA;RS
BRA.21.11_1;Amaral Ferrador;4300638;AMARAL FERRADOR;RS
BRA.21.12_1;Ametista do Sul;4300646;AMETISTA DO SUL;RS
BRA.21.13_1;André da Rocha;4300661;ANDRE DA ROCHA;RS
BRA.21.14_1;Anta Gorda;4300703;ANTA GORDA;RS
BRA.21.15_1;Antônio Prado;4300802;ANTONIO PRADO;RS
BRA.21.16_1;Arambaré;4300851;ARAMBARE;RS
BRA.21.17_1;Araricá;4300877;ARARICA;RS
BRA.21.18_1;Aratiba;4300901;ARATIBA;RS
BRA.21.19_1;Arroio do Meio;4301008;ARROIO DO MEIO;RS
BRA.21.20_1;Arroio do Sal;4301057;ARROIO DO SAL;RS
BRA.21.22_1;Arroio dos Ratos;4301107;ARROIO DOS RATOS;RS
BRA.21.21_1;Arroio do Tigre;4301206;ARROIO DO TIGRE;RS
BRA.21.23_1;Arroio Grande;4301305;ARROIO GRANDE;RS
BRA.21.24_1;Arvorezinha;4301404;ARVOREZINHA;RS
BRA.21.25_1;Augusto Pestana;4301503;AUGUSTO PESTANA;RS
BRA.21.444_1;urea;4301552;AUREA;RS
BRA.21.26_1;Baje;4301602;BAGE;RS
BRA.21.27_1;Balneário Pinhal;4301636;BALNEARIO PINHAL;RS
BRA.21.30_1;Baro;4301651;BARAO;RS
BRA.21.28_1;Barao de Cotegipe;4301701;BARAO DE COTEGIPE;RS
BRA.21.29_1;Barão do Triunfo;4301750;BARAO DO TRIUNFO;RS
BRA.21.36_1;Barracão;4301800;BARRACAO;RS
BRA.21.31_1;Barra do Guarita;4301859;BARRA DO GUARITA;RS
BRA.21.32_1;Barra do Quaraí;4301875;BARRA DO QUARAI;RS
BRA.21.33_1;Barra do Ribeiro;4301909;BARRA DO RIBEIRO;RS
BRA.21.34_1;Barra do Rio Azul;4301925;BARRA DO RIO AZUL;RS
BRA.21.35_1;Barra Funda;4301958;BARRA FUNDA;RS
BRA.21.37_1;Barros Cassal;4302006;BARROS CASSAL;RS
BRA.21.38_1;Benjamin Constant do Sul;4302055;BENJAMIN CONSTANT DO SUL;RS
BRA.21.39_1;Bento Gonçalves;4302105;BENTO GONCALVES;RS
BRA.21.41_1;Boa Vista das Missões;4302154;BOA VISTA DAS MISSOES;RS
BRA.21.42_1;Boa Vista do Buricá;4302204;BOA VISTA DO BURICA;RS
BRA.21.43_1;Boa Vista do Sul;4302253;BOA VISTA DO SUL;RS
BRA.21.44_1;Bom Jesus;4302303;BOM JESUS;RS
BRA.21.45_1;Bom Princípio;4302352;BOM PRINCIPIO;RS
BRA.21.46_1;Bom Progresso;4302378;BOM PROGRESSO;RS
BRA.21.47_1;Bom Retiro do Sul;4302402;BOM RETIRO DO SUL;RS
BRA.21.48_1;Boqueirão do Leão;4302451;BOQUEIRAO DO LEAO;RS
BRA.21.49_1;Bossoroca;4302501;BOSSOROCA;RS
BRA.21.50_1;Braga;4302600;BRAGA;RS
BRA.21.51_1;Brochier;4302659;BROCHIER;RS
BRA.21.52_1;Butiá;4302709;BUTIA;RS
BRA.21.53_1;Caçapava do Sul;4302808;CACAPAVA DO SUL;RS
BRA.21.54_1;Cacequi;4302907;CACEQUI;RS
BRA.21.55_1;Cachoeira do Sul;4303004;CACHOEIRA DO SUL;RS
BRA.21.56_1;Cachoeirinha;4303103;CACHOEIRINHA;RS
BRA.21.57_1;Cacique doble;4303202;CACIQUE DOBLE;RS
BRA.21.58_1;Caibaté;4303301;CAIBATE;RS
BRA.21.59_1;Caiçara;4303400;CAICARA;RS
BRA.21.60_1;Camagua;4303509;CAMAQUA;RS
BRA.21.61_1;Camargo;4303558;CAMARGO;RS
BRA.21.62_1;Cambará do Sul;4303608;CAMBARA DO SUL;RS
BRA.21.63_1;Campestre da Serra;4303673;CAMPESTRE DA SERRA;RS
BRA.21.64_1;Campina das Missões;4303707;CAMPINA DAS MISSOES;RS
BRA.21.65_1;Campinas do Sul;4303806;CAMPINAS DO SUL;RS
BRA.21.66_1;Campo Bom;4303905;CAMPO BOM;RS
BRA.21.67_1;Campo Novo;4304002;CAMPO NOVO;RS
BRA.21.69_1;Campos Borges;4304101;CAMPOS BORGES;RS
BRA.21.70_1;Candelária;4304200;CANDELARIA;RS
BRA.21.71_1;Cândido Godói;4304309;CANDIDO GODOI;RS
BRA.21.72_1;Candiota;4304358;CANDIOTA;RS
BRA.21.73_1;Canela;4304408;CANELA;RS
BRA.21.74_1;Canguçu;4304507;CANGUCU;RS
BRA.21.75_1;Canoas;4304606;CANOAS;RS
BRA.21.76_1;Capão da Canoa;4304630;CAPAO DA CANOA;RS
BRA.21.77_1;Capão do Leão;4304663;CAPAO DO LEAO;RS
BRA.21.80_1;Capivari do Sul;4304671;CAPIVARI DO SUL;RS
BRA.21.78_1;Capela de Santana;4304689;CAPELA DE SANTANA;RS
BRA.21.79_1;Capitão;4304697;CAPITAO;RS
BRA.21.82_1;Carazinho;4304705;CARAZINHO;RS
BRA.21.81_1;Caraá;4304713;CARAA;RS
BRA.21.83_1;Carlos Barbosa;4304804;CARLOS BARBOSA;RS
BRA.21.84_1;Carlos Gomes;4304853;CARLOS GOMES;RS
BRA.21.85_1;Casca;4304903;CASCA;RS
BRA.21.86_1;Caseiros;4304952;CASEIROS;RS
BRA.21.87_1;Catuípe;4305009;CATUIPE;RS
BRA.21.88_1;Caxias do Sul;4305108;CAXIAS DO SUL;RS
BRA.21.89_1;Centenário;4305116;CENTENARIO;RS
BRA.21.90_1;Cerrito;4305124;CERRITO;RS
BRA.21.91_1;Cerro Branco;4305132;CERRO BRANCO;RS
BRA.21.93_1;Cerro Grande;4305157;CERRO GRANDE;RS
BRA.21.92_1;Cerro Grande do Sul;4305173;CERRO GRANDE DO SUL;RS
BRA.21.94_1;Cerro Largo;4305207;CERRO LARGO;RS
BRA.21.95_1;Chapada;4305306;CHAPADA;RS
BRA.21.96_1;Charqueadas;4305355;CHARQUEADAS;RS
BRA.21.97_1;Charrua;4305371;CHARRUA;RS
BRA.21.98_1;Chiapeta;4305405;CHIAPETTA;RS
BRA.21.99_1;Chuí;4305439;CHUI;RS
BRA.21.100_1;Chuvisca;4305447;CHUVISCA;RS
BRA.21.101_1;Cidreira;4305454;CIDREIRA;RS
BRA.21.102_1;Ciríaco;4305504;CIRIACO;RS
BRA.21.103_1;Colinas;4305587;COLINAS;RS
BRA.21.104_1;Colorado;4305603;COLORADO;RS
BRA.21.105_1;Condor;4305702;CONDOR;RS
BRA.21.106_1;Constantina;4305801;CONSTANTINA;RS
BRA.21.107_1;Coqueiros do Sul;4305850;COQUEIROS DO SUL;RS
BRA.21.108_1;Coronel Barros;4305871;CORONEL BARROS;RS
BRA.21.109_1;Coronel Bicaco;4305900;CORONEL BICACO;RS
BRA.21.110_1;Cotiporã;4305959;COTIPORA;RS
BRA.21.111_1;Coxilha;4305975;COXILHA;RS
BRA.21.112_1;Crissiumal;4306007;CRISSIUMAL;RS
BRA.21.114_1;Cristal;4306056;CRISTAL;RS
BRA.21.113_1;Cristal do Sul;4306072;CRISTAL DO SUL;RS
BRA.21.115_1;Cruz Alta;4306106;CRUZ ALTA;RS
BRA.21.116_1;Cruzeiro do Sul;4306205;CRUZEIRO DO SUL;RS
BRA.21.117_1;David Canabarro;4306304;DAVID CANABARRO;RS
BRA.21.118_1;Derrubadas;4306320;DERRUBADAS;RS
BRA.21.119_1;Dezesseis de Novembro;4306353;DEZESSEIS DE NOVEMBRO;RS
BRA.21.120_1;Dilermano de Aguiar;4306379;DILERMANDO DE AGUIAR;RS
BRA.21.122_1;Dois Irmãos;4306403;DOIS IRMAOS;RS
BRA.21.121_1;Dois Irmãos das Missões;4306429;DOIS IRMAOS DAS MISSOES;RS
BRA.21.123_1;Dois Lajeados;4306452;DOIS LAJEADOS;RS
BRA.21.124_1;Dom Feliciano;4306502;DOM FELICIANO;RS
BRA.21.126_1;Dom Pedro de Alcântara;4306551;DOM PEDRO DE ALCANTARA;RS
BRA.21.125_1;Dom Pedrito;4306601;DOM PEDRITO;RS
BRA.21.127_1;Dona Francisca;4306700;DONA FRANCISCA;RS
BRA.21.128_1;Doutor Maurício Cardoso;4306734;DOUTOR MAURICIO CARDOSO;RS
BRA.21.129_1;Doutor Ricardo;4306759;DOUTOR RICARDO;RS
BRA.21.130_1;Eldorado do Sul;4306767;ELDORADO DO SUL;RS
BRA.21.131_1;Encantado;4306809;ENCANTADO;RS
BRA.21.132_1;Encruzilhada do Sul;4306908;ENCRUZILHADA DO SUL;RS
BRA.21.133_1;Engenho Velho;4306924;ENGENHO VELHO;RS
BRA.21.134_1;Entre-Ijuís;4306932;ENTRE-IJUIS;RS
BRA.21.135_1;Entre Rios do Sul;4306957;ENTRE RIOS DO SUL;RS
BRA.21.136_1;Erebango;4306973;EREBANGO;RS
BRA.21.137_1;Erechim;4307005;ERECHIM;RS
BRA.21.138_1;Ernestina;4307054;ERNESTINA;RS
BRA.21.141_1;Erval;4307104;HERVAL;RS
BRA.21.139_1;Erval Grande;4307203;ERVAL GRANDE;RS
BRA.21.140_1;Erval Seco;4307302;ERVAL SECO;RS
BRA.21.142_1;Esmeralda;4307401;ESMERALDA;RS
BRA.21.143_1;Esperança do Sul;4307450;ESPERANCA DO SUL;RS
BRA.21.144_1;Espumoso;4307500;ESPUMOSO;RS
BRA.21.145_1;Estação;4307559;ESTACAO;RS
BRA.21.146_1;Estância Velha;4307609;ESTANCIA VELHA;RS
BRA.21.147_1;Esteio;4307708;ESTEIO;RS
BRA.21.149_1;Estrela;4307807;ESTRELA;RS
BRA.21.148_1;Estrela Velha;4307815;ESTRELA VELHA;RS
BRA.21.150_1;Eugênio de Castro;4307831;EUGENIO DE CASTRO;RS
BRA.21.151_1;Fagundes Varela;4307864;FAGUNDES VARELA;RS
BRA.21.152_1;Farroupilha;4307906;FARROUPILHA;RS
BRA.21.153_1;Faxinal do Soturno;4308003;FAXINAL DO SOTURNO;RS
BRA.21.154_1;Faxinalzinho;4308052;FAXINALZINHO;RS
BRA.21.155_1;Fazenda Vilanova;4308078;FAZENDA VILANOVA;RS
BRA.21.156_1;Feliz;4308102;FELIZ;RS
BRA.21.157_1;Flores da Cunha;4308201;FLORES DA CUNHA;RS
BRA.21.158_1;Floriano Peixoto;4308250;FLORIANO PEIXOTO;RS
BRA.21.159_1;Fontoura Xavier;4308300;FONTOURA XAVIER;RS
BRA.21.160_1;Formigueiro;4308409;FORMIGUEIRO;RS
BRA.21.161_1;Fortaleza dos Valos;4308458;FORTALEZA DOS VALOS;RS
BRA.21.162_1;Frederico Westphalen;4308508;FREDERICO WESTPHALEN;RS
BRA.21.163_1;Garibaldi;4308607;GARIBALDI;RS
BRA.21.164_1;Garruchos;4308656;GARRUCHOS;RS
BRA.21.165_1;Gaurama;4308706;GAURAMA;RS
BRA.21.166_1;General Câmara;4308805;GENERAL CAMARA;RS
BRA.21.167_1;Gentil;4308854;GENTIL;RS
BRA.21.168_1;Getúlio Vargas;4308904;GETULIO VARGAS;RS
BRA.21.169_1;Giruá;4309001;GIRUA;RS
BRA.21.170_1;Glorinha;4309050;GLORINHA;RS
BRA.21.173_1;Gramado;4309100;GRAMADO;RS
BRA.21.171_1;Gramado dos Loureiros;4309126;GRAMADO DOS LOUREIROS;RS
BRA.21.172_1;Gramado Xavier;4309159;GRAMADO XAVIER;RS
BRA.21.174_1;Gravataí;4309209;GRAVATAI;RS
BRA.21.175_1;Guabiju;4309258;GUABIJU;RS
BRA.21.176_1;Guaíba;4309308;GUAIBA;RS
BRA.21.177_1;Guaporé;4309407;GUAPORE;RS
BRA.21.178_1;Guarani das Missões;4309506;GUARANI DAS MISSOES;RS
BRA.21.179_1;Harmonia;4309555;HARMONIA;RS
BRA.21.180_1;Herveiras;4309571;HERVEIRAS;RS
BRA.21.181_1;Horizontina;4309605;HORIZONTINA;RS
BRA.21.182_1;Hulha Negra;4309654;HULHA NEGRA;RS
BRA.21.183_1;Humaitá;4309704;HUMAITA;RS
BRA.21.184_1;Ibarama;4309753;IBARAMA;RS
BRA.21.185_1;Ibiaçá;4309803;IBIACA;RS
BRA.21.186_1;Ibiraiaras;4309902;IBIRAIARAS;RS
BRA.21.187_1;Ibirapuitã;4309951;IBIRAPUITA;RS
BRA.21.188_1;Ibirubá;4310009;IBIRUBA;RS
BRA.21.189_1;Igrejinha;4310108;IGREJINHA;RS
BRA.21.190_1;Ijuí;4310207;IJUI;RS
BRA.21.191_1;Ilópolis;4310306;ILOPOLIS;RS
BRA.21.192_1;Imbé;4310330;IMBE;RS
BRA.21.193_1;Imigrante;4310363;IMIGRANTE;RS
BRA.21.194_1;Independência;4310405;INDEPENDENCIA;RS
BRA.21.195_1;Inhacor;4310413;INHACORA;RS
BRA.21.196_1;Ipê;4310439;IPE;RS
BRA.21.197_1;Ipiranga do Sul;4310462;IPIRANGA DO SUL;RS
BRA.21.198_1;Iraí;4310504;IRAI;RS
BRA.21.199_1;Itaara;4310538;ITAARA;RS
BRA.21.200_1;Itacurubi;4310553;ITACURUBI;RS
BRA.21.201_1;Itapuca;4310579;ITAPUCA;RS
BRA.21.202_1;Itaqui;4310603;ITAQUI;RS
BRA.21.203_1;Itatiba do Sul;4310702;ITATIBA DO SUL;RS
BRA.21.204_1;Ivorá;4310751;IVORA;RS
BRA.21.205_1;Ivoti;4310801;IVOTI;RS
BRA.21.206_1;Jaboticaba;4310850;JABOTICABA;RS
BRA.21.207_1;Jacutinga;4310900;JACUTINGA;RS
BRA.21.208_1;Jaguarão;4311007;JAGUARAO;RS
BRA.21.209_1;Jaguari;4311106;JAGUARI;RS
BRA.21.210_1;Jaquirana;4311122;JAQUIRANA;RS
BRA.21.211_1;Jari;4311130;JARI;RS
BRA.21.212_1;Jóia;4311155;JOIA;RS
BRA.21.213_1;Júlio de Castilhos;4311205;JULIO DE CASTILHOS;RS
BRA.21.217_1;Lagoão;4311254;LAGOAO;RS
BRA.21.214_1;Lagoa dos Três Cantos;4311270;LAGOA DOS TRES CANTOS;RS
BRA.21.216_1;Lagoa Vermelha;4311304;LAGOA VERMELHA;RS
BRA.21.218_1;Lajeado do Bugre;4311429;LAJEADO DO BUGRE;RS
BRA.21.220_1;Lavras do Sul;4311502;LAVRAS DO SUL;RS
BRA.21.221_1;Liberato Salzano;4311601;LIBERATO SALZANO;RS
BRA.21.222_1;Lindolfo Collor;4311627;LINDOLFO COLLOR;RS
BRA.21.223_1;Linha Nova;4311643;LINHA NOVA;RS
BRA.21.225_1;Machadinho;4311700;MACHADINHO;RS
BRA.21.224_1;Maçambara;4311718;MACAMBARA;RS
BRA.21.226_1;Mampituba;4311734;MAMPITUBA;RS
BRA.21.227_1;Manoel Viana;4311759;MANOEL VIANA;RS
BRA.21.228_1;Maquiné;4311775;MAQUINE;RS
BRA.21.229_1;Maratá;4311791;MARATA;RS
BRA.21.230_1;Maraú;4311809;MARAU;RS
BRA.21.231_1;Marcionilio Dias;4311908;MARCELINO RAMOS;RS
BRA.21.232_1;Mariana Pimentel;4311981;MARIANA PIMENTEL;RS
BRA.21.233_1;Mariano Moro;4312005;MARIANO MORO;RS
BRA.21.234_1;Marques de Souza;4312054;MARQUES DE SOUZA;RS
BRA.21.235_1;Mata;4312104;MATA;RS
BRA.21.236_1;Mato Castelhano;4312138;MATO CASTELHANO;RS
BRA.21.237_1;Mato Leitão;4312153;MATO LEITAO;RS
BRA.21.238_1;Maximiliano de Almaeida;4312203;MAXIMILIANO DE ALMEIDA;RS
BRA.21.239_1;Minas do Leão;4312252;MINAS DO LEAO;RS
BRA.21.240_1;Miraguaí;4312302;MIRAGUAI;RS
BRA.21.241_1;Montauri;4312351;MONTAURI;RS
BRA.21.242_1;Monte Alegre dos Campos;4312377;MONTE ALEGRE DOS CAMPOS;RS
BRA.21.243_1;Monte Belo do Sul;4312385;MONTE BELO DO SUL;RS
BRA.21.244_1;Montenegro;4312401;MONTENEGRO;RS
BRA.21.245_1;Mormaço;4312427;MORMACO;RS
BRA.21.246_1;Morrinhos do Sul;4312443;MORRINHOS DO SUL;RS
BRA.21.247_1;Morro Redondo;4312450;MORRO REDONDO;RS
BRA.21.248_1;Morro Reuter;4312476;MORRO REUTER;RS
BRA.21.249_1;Mostardas;4312500;MOSTARDAS;RS
BRA.21.250_1;Muçum;4312609;MUCUM;RS
BRA.21.251_1;Muitos Capões;4312617;MUITOS CAPOES;RS
BRA.21.252_1;Muliterno;4312625;MULITERNO;RS
BRA.21.253_1;Nicolau Vergueiro;4312674;NICOLAU VERGUEIRO;RS
BRA.21.254_1;Nonoai;4312708;NONOAI;RS
BRA.21.255_1;Nova Alvorada;4312757;NOVA ALVORADA;RS
BRA.21.256_1;Nova Araçá;4312807;NOVA ARACA;RS
BRA.21.257_1;Nova Bassano;4312906;NOVA BASSANO;RS
BRA.21.258_1;Nova Boa Vista;4312955;NOVA BOA VISTA;RS
BRA.21.259_1;Nova Bréscia;4313003;NOVA BRESCIA;RS
BRA.21.260_1;Nova Candelária;4313011;NOVA CANDELARIA;RS
BRA.21.261_1;Nova Esperança do Sul;4313037;NOVA ESPERANCA DO SUL;RS
BRA.21.262_1;Nova Hartz;4313060;NOVA HARTZ;RS
BRA.21.263_1;Nova Pádua;4313086;NOVA PADUA;RS
BRA.21.264_1;Nova Palma;4313102;NOVA PALMA;RS
BRA.21.265_1;Nova Petrópolis;4313201;NOVA PETROPOLIS;RS
BRA.21.266_1;Nova Prata;4313300;NOVA PRATA;RS
BRA.21.267_1;Nova Ramada;4313334;NOVA RAMADA;RS
BRA.21.268_1;Nova Roma do Sul;4313359;NOVA ROMA DO SUL;RS
BRA.21.269_1;Nova Santa Rita;4313375;NOVA SANTA RITA;RS
